date,narrative
2007-01-24 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF HER UNLOCKED BICYCLE TAKEN FROM THE ANNEX COURTYARD.  REPORT FILED. "
2007-01-24 00:00:00,"RP, A PRINCETON BORO POLICE DISPATCHER , REPORTED AN ELDERLY MALE WAS INJURED IN FRONT OF MCCARTER THEATRE.  UNIT DISPATCHED.  UPON DPS ARRIVAL IT WAS DETERMINED THE INJURY OCCURRED IN THE BOROUGH.  NO REPORT FILED. "
2007-01-24 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF HIS COMPUTER AND IPOD FROM THE CHAPEL.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-01-25 00:00:00,"RP, A PRINCETON UNIVERSITY TRAINER, REPORTED A STUDENT WAS HAVING DIFFICULTY BREATHING.  UNIT DISPATCHED.  PFARS RESPONDED AND TRANSPORTED THE INDIVIDUAL TO UMCP.  REPORT FILED; CASE REFERRED. "
2007-01-25 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED AN INTOXICATED STUDENT WAS IN NEED OF ASSISTANCE.  UNIT DISPATCHED.  PFARS TRANSPORTED THE UNDERAGE INDIVIDUAL TO UMCP.  REPORT FILED; CASE REFERRED. "
2007-01-25 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE THEFT OF HIS, ORANGE AND SILVER, TREK 4300, LOCKED TO THE BICYCLE RACK UNDER THE OVERHANG AT THE DINKY STATION.  UNIT DISPATCHED.  THE RP, REPORTED THE BICYCLE WAS NOT REGISTERED.  THERE WERE NO SUSPECTS OR WITNESSES DEVELOPED.  REPORT FILED. Case No.: Location: Classification: "
2007-01-25 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED A MALE SCREAMING IN THE AREA.  UNITS DISPATCHED.  DPS LOCATED AN INTOXICATED STUDENT IN NEED OF ASSISTANCE.  DPS TRANSPORTED THE UNDERAGE INDIVIDUAL TO UHS.  REPORT FILED; CASE REFERRED. "
2007-01-28 00:00:00,"RP, AN ATHLETICS STAFF MEMBER, REPORTED A STUDENT WITH AN INJURED ANKLE.  RP REPORTED STUDENT NOT AMBULATORY.  UNIT DISPATCHED.  PFARS RESPONDED AND TRANSPORTED THE STUDENT TO UMCP.  REPORT FILED; CASE REFERRED. "
2007-01-28 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED A FEMALE FELL AND STRUCK HER LIP.  UNITS DISPATCHED.  UPON ARRIVAL OF THE OFFICERS, IT WAS LEARNED THE INDIVIDUAL SLIPPED ON THE WALKWAY.  PFARS DISPATCHED AND THE SUBJECT REFUSED TREATMENT.  REPORT FILED; CASE REFERRED. "
2007-01-29 00:00:00,"RP, A PRINCETON UNIVERSITY EMPLOYEE, REPORTED AN INDIVIDUAL FALLING ON THE STAIRS.  UNITS DISPATCHED.  PFARS RESPONDED AND TRANSPORTED A NON AFFILIATED ADULT VICTIM TO UMCP WITH AN ANKLE INJURY.  REPORT FILED; CASE REFERRED. "
2007-01-30 00:00:00,"RP, A PRINCETON UNIVERSITY GRADUATE STUDENT, REPORTED CHEST PAIN AND FEELING NAUSEOUS.  UNIT DISPATCHED.  PFARS RESPONDED AND TRANSPORTED THE STUDENT TO UMCP.  REPORT FILED; CASE REFERRED. "
2007-01-30 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED A STAFF MEMBER FELL AND RE-INJURED AN EXISTING INJURY.  UNITS DISPATCHED.  PFARS DISPATCHED AND TRANSPORTED THE INDIVIDUAL TO UMCP.  REPORT FILED; CASE REFERRED. "
2007-01-31 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED A PROX READER LOCATED AT THE FIRST ENTRYWAY WAS DISCOVERED DAMAGED ON 01/29/07 AT 07:30.  UNIT DISPATCHED.  INVESTIGATION REVEALED THE PROX READER IN QUESTION HAD BEEN DAMAGED IN THE PAST.  REPORT FILED; CASE REFERRED. "
2007-01-31 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THAT UNKNOWN INDIVIDUAL(S) HAD ENTERED HIS ROOM OVER THE WINTER RECESS.  UNIT DISPATCHED.  INVESTIGATION REVEALED THAT ENTRY WAS GAINED THROUGH A GROUND FLOOR WINDOW.  NO ITEMS WERE REPORTED MISSING.  NO SUSPECTS OR WITNESSES DEVELOPED.  WORK ORDER SUBMITTED FOR WINDOW.  REPORT FILED; CASE REFERRED. "
2007-02-01 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED DAMAGE TO A UNIVERSITY VEHICLE.  UNIT DISPATCHED.  REPORT FILED; CASE REFERRED. "
2007-02-01 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE THEFT OF HIS BIKE.  UNIT DISPATCHED.  REPORT FILED. "
2007-02-04 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED A MALE YELLING AND SCREAMING INSIDE THE LIBRARY.  UNITS DISPATCHED.  INDIVIDUAL WAS IDENTIFIED AS A PRINCETON ALUMNUS.  INDIVIDUAL WAS ADVISED TO REFRAIN FROM YELLING.  REPORT FILED, CASE REFERRED. "
2007-02-04 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF HER BICYCLE.  UNIT DISPATCHED.  REPORT FILED. "
2007-02-04 00:00:00,"RP, A PARENT OF A PRINCETON UNIVERSITY STUDENT, REPORTED THE THEFT OF HIS LAPTOP COMPUTER BAG.  UNIT DISPATCHED.  OFFICER SEARCHED WITH NEGATIVE RESULTS.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-02-05 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED UNKNOWN PERSON(S) GAINED UNAUTHORIZED ACCESS TO HIS PERSONAL INFORMATION VIA INTERNET.  UNIT DISPATCHED.  INVESTIGATION OBTAINED INFORMATION TO CONFIRM FRAUD.  REPORT FILED; CASE REFERRED. "
2007-02-05 00:00:00,"RP, A BUILDING SERVICES STAFF MEMBER, REPORTED DAMAGE TO A LAUNDRY ROOM DOOR AND SEVERAL CLOTHES DRYERS.  UNIT DISPATCHED.  INVESTIGATION CONFIRMED FOUR DRYER DOORS WERE DAMAGED.  REPORT FILED; CASE REFERRED. "
2007-02-07 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF A LOCKED BICYCLE.  UNIT DISPATCHED.  REPORT FILED. "
2007-02-13 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF HIS BICYCLE.  UNIT DISPATCHED.  REPORT FILED. "
2007-02-13 00:00:00,"RP, A BUILDING SERVICES STAFF MEMBER, REPORTED THAT A COMPUTER MONITOR HAD BEEN THROWN OUT OF THE WINDOW OF A BUILDING.  UNITS DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-02-19 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED TWO PANES OF GLASS BROKEN OUT OF AN ENTRY DOOR, EAST SIDE LOBBY, WILCOX HALL.  A WORK ORDER WAS SUBMITTED.  INVESTIGATION REVEALED IT APPEARED TO BE INTENTIONAL.  NO SUSPECTS DEVELOPED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-02-22 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED THE APPARENT THEFT OF A COAT FROM AN EMPLOYEE COAT RACK.  UNIT DISPATCHED.  NO SUSPECTS WERE DEVELOPED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-02-27 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED UNABLE TO LOCATE HER PARKED VEHICLE.  VEHICLE DESCRIPTION BROADCAST TO DPS UNITS.  DPS LOCATED THE VEHICLE INSIDE LOT 3.  NO REPORT FILED. "
2007-02-27 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED LOUD MUSIC IN THE BUILDING.  UNITS DISPATCHED.  THE LOCATION OF THE LOUD MUSIC WAS FOUND AND THE INDIVIDUAL WAS ADVISED TO TURN DOWN HIS TELEVISION AND HE COMPLIED.  NO REPORT FILED. "
2007-02-27 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED A LOUD PARTY.  UNITS DISPATCHED.  INVESTIGATION REVEALED NO PARTY BUT LOUD MUSIC WAS COMING FROM A COMPUTER.  THE MUSIC WAS TURNED OFF AND THE ROOM WAS SECURED.  NO REPORT FILED. "
2007-02-27 00:00:00,"RP, A DPS STAFF MEMBER, REPORTED UNIVERSITY PROPERTY DAMAGE.  UNIT DISPATCHED.  INVESTIGATION REVEALED A TRACTOR TRAILER CAUSED APPROXIMATELY 90' OF TURF DAMAGE ON THE SOUTH SIDE OF ALEXANDER HALL AFTER AN EVENT.  REPORT FILED; CASE REFERRED. "
2007-02-27 00:00:00,"RP,  A PRINCETON UNIVERSITY STUDENT, REPORTED A LOST DOG BETWEEN THE WAWA AND THE DINKY STATION.  UNIT DISPATCHED.  DPS CONTACTED THE OWNER.  DOG AND OWNER REUNITED.  NO REPORT FILED. "
2007-02-28 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED AN E- MAIL PHISHING SCAM.  UNIT DISPATCHED.  THE RP, REPORTED VICTIM DID ENTER PERSONAL INFORMATION INTO THE WEBSITE.  THE RP WAS ADVISED TO CONTACT THEIR FINANCIAL INSTITUTION.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-02-28 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED AN E- MAIL PHISHING SCAM.  UNIT DISPATCHED.  THE RP, REPORTED VICTIM DID ENTER PERSONAL INFORMATION INTO THE WEBSITE.  THE RP WAS ADVISED TO CONTACT THEIR FINANCIAL INSTITUTION.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-02-28 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF HIS LOCKED BICYCLE FROM THE BICYCLE RACK AT LAWRENCE APARTMENTS.  BICYCLE WAS LAST SEEN AT 1600 ON 2/22/07.  UNIT DISPATCHED.  NO SUSPECTS WERE DEVELOPED.  REPORT FILED; CASE REFERRED. "
2007-02-28 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED A STAFF MEMBER, WHO WAS BEING TERMINATED, MADE SOME HARRASSING REMARKS.  UNIT DISPATCHED.  REPORT FILED; CASE REFERRED. "
2007-02-28 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED AN E- MAIL PHISHING SCAM.  UNIT DISPATCHED.  THE RP, REPORTED VICTIM DID ENTER PERSONAL INFORMATION INTO THE WEBSITE.  THE RP WAS ADVISED TO CONTACT THEIR FINANCIAL INSTITUTION.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-02-28 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED AN E- MAIL PHISHING SCAM.  UNIT DISPATCHED.  THE RP, REPORTED VICTIM DID ENTER PERSONAL INFORMATION INTO THE WEBSITE.  THE RP WAS ADVISED TO CONTACT THEIR FINANCIAL INSTITUTION.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-03-01 00:00:00,"RP, AN ATHLETICS STAFF MEMBER, REPORTED A STUDENT INJURED HIS KNEE WHILE PLAYING IN A CARNIVAL GAME.  UNIT DISPATCHED.  A DPS OFFICER TRANSPORTED THE STUDENT TO UHS AND THEN TO UMCP.  REPORT FILED; CASE REFERRED. "
2007-03-01 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED INDIVIDUALS SMOKING IN THE HALLWAY.  UNITS DISPATCHED.  DPS CHECKED THE AREA AND DID NOT FIND ANYONE SMOKING.  NO REPORT FILED. "
2007-03-01 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED A VEHICLE WITH ITS DOOR OPEN FOR ABOUT TWO HOURS.  UNIT DISPATCHED.  THE DPS OFFICER REPORTED THAT THE OWNER WAS NOT PRESENT AND VEHICLE APPEARED UNDISTURBED.  OFFICER SECURED VEHICLE.  NO REPORT FILED. "
2007-03-01 00:00:00,"RP, A SHUTTLE BUS DRIVER, REPORTED A PASSENGER GOT OFF THE BUS AND WAS HIT CROSSING THE STREET.  UNITS DISPATCHED.  PBPD RESPONDED.   PFARS RESPONDED AND TRANSPORTED THE GRADUATE STUDENT TO UMCP.  INCIDENT INVESTIGATED BY PRINCETON BOROUGH POLICE.  NO DPS REPORT FILED. "
2007-03-01 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED AN INTOXICATED STUDENT IN NEED OF ASSISTANCE.  UNITS DISPATCHED.  PRIOR TO DPS ARRIVAL PFARS TRANSPORTED THE UNDERAGE INDIVIDUAL TO UMCP.  REPORT FILED; CASE REFERRED. "
2007-03-01 00:00:00,
2007-03-01 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THEIR ROOMMATE WAS INTOXICATED AND VOMITING IN BED.  UNITS DISPATCHED.  THE DPS OFFICER REQUESTED PFARS.  PFARS RESPONDED AND TRANSPORTED THE UNDERAGE STUDENT TO UMCP.  REPORT FILED; CASE REFERRED. "
2007-03-01 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THAT NEIGHBORS WERE HAVING A LOUD PARTY.  UNITS DISPATCHED.  THE DPS OFFICER REPORTED FINDING A SMALL PARTY WITH 4 INDIVIDUALS PLAYING LOUD MUSIC.  DPS REQUESTED THAT THE STUDENTS TERMINATE THE PARTY AND THEY COMPLIED.  NO RRR VIOLATIONS OBSERVED.  NO REPORT FILED. "
2007-03-01 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED LOUD TALKING IN THE BUILDING.  UNITS DISPATCHED.  DPS OBSERVED TWO INDIVIDUALS WHO RESIDED IN THE BUILDING TALKING LOUDLY IN THE HALLWAY.  DPS ADVISED THE INDIVIDUALS TO LOWER THE NOISE AND THEY COMPLIED AND LEFT THE AREA.  NO REPORT FILED. "
2007-03-01 00:00:00,"RP, A DPS STAFF MEMBER, REPORTED BEING INVOLVED IN A MINOR MOTOR VEHICLE ACCIDENT.  NO INJURIES WERE REPORTED AND MINOR DAMAGED OCCURRED.  REPORT FILED; CASE REFERRED. "
2007-03-01 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED AN INTOXICATED STUDENT IN NEED OF ASSISTANCE.  UNITS DISPATCHED.  PFARS RESPONDED AND TRANSPORTED THE LEGAL AGE INDIVIDUAL TO UMCP.  REPORT FILED; CASE REFERRED. "
2007-03-04 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF HER PURSE FROM EQUAD.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-03-06 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF HIS ROCKY MOUNTAIN, VERTEX BICYCLE FROM ENTRY 2.  THE BICYCLE WAS UNLOCKED AND NOT REGISTERED.  UNIT DISPATCHED.  THE BICYCLE WAS LAST SEEN BETWEEN 1430 AND 1630 HOURS ON 3/05/07.  THERE WERE NO SUSPECTS OR WITNESSES DEVELOPED.  REPORT FILED. "
2007-03-08 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED SEVERAL STUDENTS SCREAMING OUTSIDE AND INSIDE OF PATTON.  UNITS DISPATCHED.  THE INDIVIDUALS WERE THROWING ITEMS OUT OF THE WINDOWS AND SHOUTING.  SUSPECTS IDENTIFIED.  REPORT FILED; CASE REFERRED. "
2007-03-11 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THAT ANOTHER STUDENT THREATENED TO DAMAGE UNIVERSITY PROPERTY.  UNIT DISPATCHED.  DPS IDENTIFIED THE SUBJECT AND TRANSPORTED HER TO UHS.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-03-12 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED AN APPARENT THEFT OF A WALLET FROM GRAD-COLLEGE D-BAR.  UNIT DISPATCHED.  INVESTIGATION REVEALED THE VICTIM LEFT THE WALLET ON THE BAR ON 3/9/07.  UPON RETURN THE WALLET WAS MISSING.  NO SUSPECTS WERE DEVELOPED.  REPORT FILED; INVESTIGATION TO CONTINUE. I2007-008135 1937 HALL, PRINCETON, NJ 08544 ALCOHOL-SERVING, PROVIDING OR MAKING AVAILABLE "
2007-03-12 00:00:00,"RP, A DPS STAFF MEMBER, OBSERVED ALCOHOL VIOLATIONS, WHILE CONDUCTING A FOLLOW-UP INVESTIGATION.  UNIT DISPATCHED.  UNDERAGE STUDENTS IDENTIFIED, ALCOHOL WAS CONFISCATED.  REPORT FILED; CASE REFERRED. "
2007-03-13 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED HIS BIKE STOLEN.  UNIT DISPATCHED.  BICYCLE WAS LEFT UNLOCKED AND UNATTENDED.  UPON RETURN THE BICYCLE WAS MISSING.  NO SUSPECTS DEVELOPED.  REPORT FILED. "
2007-03-14 00:00:00,"RP, A PARENT OF A STUDENT, REPORTED THAT HER DAUGHTER CALLED HER AND REPORTED THAT SHE WAS HARASSED BY ANOTHER STUDENT.  UNIT DISPATCHED.  REPORT FILED; CASE REFERRED "
2007-03-14 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED THE APPARENT THEFT OF EIGHT MEN'S WINTER HOCKEY JACKETS FROM THE LOBBY AREA.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-03-21 00:00:00,"RP, A SUB-CONTRACTOR, MADE A REPORT OF AN ARGUMENT THAT OCCURRED BETWEEN TWO SUB CONTRACTORS EARLIER IN THE WEEK.  UNIT DISPATCHED.  REPORT FILED. "
2007-03-28 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF A LOCKED BICYCLE.  UNIT DISPATCHED.  NO SUSPECTS OR WITNESSES DEVELOPED.  REPORT FILED; CASE REFERRED. "
2007-03-28 00:00:00,"RP, A PARENT OF A PRINCETON UNIVERSITY STUDENT,  REPORTED HER DAUGHTER WAS HARASSED BY AN UNKNOWN POSSIBLE PRINCETON UNIVERSITY STUDENT.  RP REPORTED INCIDENT TO PBPD.  REPORT FILED; INVESTIGATION TO FOLLOW. "
2007-03-28 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF A LOCKED BICYCLE.  UNIT DISPATCHED.  NO SUSPECTS OR WITNESSES DEVELOPED.  REPORT FILED; CASE REFERRED. "
2007-03-28 00:00:00,"RP, A PARENT OF A PRINCETON UNIVERSITY STUDENT,  REPORTED HER DAUGHTER WAS HARASSED BY AN UNKNOWN POSSIBLE PRINCETON UNIVERSITY STUDENT.  RP REPORTED INCIDENT TO PBPD.  REPORT FILED; INVESTIGATION TO FOLLOW. "
2007-03-29 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED THAT HIS WALLET WAS STOLEN FROM HIS LOCKER AND THE WALLET CONTAINING CASH BELONGING TO THE UNIVERSITY.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. I2007-009876 DOD HALL, PRINCETON, NJ 08544 DISORDERLY CONDUCT "
2007-03-29 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED TWO MALES URINATED IN AN ELEVATOR AND FLED THE BUILDING.  UNITS DISPATCHED.  DESCRIPTION WAS BROADCASTED TO PATROL UNITS.  AREA SEARCHED WITH NEGATIVE RESULTS.  DPS NOTIFIED BUILDING SERVICES FOR A BIO-HAZARD CLEAN UP.  REPORT FILED; CASE REFERRED. "
2007-04-01 00:00:00,"RP, A DPS STAFF MEMBER, REPORTED OBSERVING THREE INDIVIDUALS LOOKING IN CAR WINDOWS IN THE PARKING LOT.  DPS OFFICER STOPPED THE INDIVIDUALS AND DETERMINED THAT THERE WERE TWO ACTIVE WARRANTS ON ONE OF THE INDIVIDUALS.  DPS TOOK THE INDIVIDUAL INTO CUSTODY AND BROUGHT HIM TO DPS HEADQUARTERS FOR PROCESSING.  HE WAS LATER RELEASED TO LAWRENCE TWP. PD AT 0315.  REPORT FILED. "
2007-04-02 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED GRAFFITI ON THE DOOR OF THE MAIL ROOM.  UNIT DISPATCHED.  NO SUSPECTS DEVELOPED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-04-03 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF HER LOCKED, NON-REGISTERED BICYCLE.  UNIT DISPATCHED.  RP SAID THE BICYCLE WAS TAKEN BETWEEN FEB 1 AND APRIL 3.  NO SUSPECTS DEVELOPED. REPORT FILED. "
2007-04-05 00:00:00,"RP, A PRINCETON UNIVERSITY VISITING FELLOW, REPORTED THE THEFT OF HER WALLET.  UNIT DISPATCHED.  REPORT FILED. Case No.: Location: Classification: "
2007-04-05 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED GRAFFITI ON A MEN'S BATHROOM STALL DOOR ON THE FIRST LEVEL.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-04-07 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED AN UNKNOWN PERSON WROTE AN OFFENSIVE WORD ON A DRY ERASE BOARD.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-04-07 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED SOMEONE THREW GLASS BOTTLES AT HER FROM A DORMITORY BALCONY.  UNITS DISPATCHED.  INVESTIGATION REVEALED SEVERAL VIOLATIONS.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-04-07 00:00:00,"RP, A DPS STAFF MEMBER ON FOOT PATROL, REPORTED HEARING LOUD YELLING AND INVESTIGATED THE SOURCE.  WHILE INVESTIGATING THE LOUD NOISE THE OFFICER OBSERVED ALCOHOL VIOLATIONS.  REPORT FILED; CASE REFERRED. "
2007-04-09 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED THE APPARENT THEFT OF HIS BICYCLE FROM OUTSIDE OF THE FRIST CAMPUS CENTER.  UNIT DISPATCHED.  REPORT FILED. "
2007-04-09 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF AN IPOD TAKEN FROM A COMMON AREA IN THE DORM ROOM.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-04-10 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED TWO INTOXICATED STUDENTS ACTING DISORDERLY.  UNITS DISPATCHED.  INDIVIDUALS FLED TO THE AREA OF JOLINE HALL.  STUDENTS WERE IDENTIFIED.  REPORT FILED; CASE REFERRED. "
2007-04-12 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED A LOUD PARTY IN THE BUILDING.  UNITS DISPATCHED.  DPS FOUND A GROUP OF INDIVIDUALS IN A DORM ROOM AND OBSERVED ALCOHOL VIOLATIONS.  REPORT FILED; CASE REFERRED. "
2007-04-12 00:00:00,"RP, AN ATHLETIC'S COACH, REPORTED THE APPARENT THEFT OF HIS CANON CAMERA FROM THE TEAM LOCKER ROOM APPROXIMATELY TWO WEEKS AGO.  A VICTIM LOSS REPORT WAS COMPLETED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-04-24 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED SHE BELIEVES A PERSON LIVING IN THE DORMITORY HAD URINATED IN HER TRASH BASKET WHICH IS SITTING OUTSIDE HER DOOR.  UNIT DISPATCHED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-04-25 00:00:00,"RP, A PRINCETON UNIVERSITY GRADUATE STUDENT, REPORTED THE THEFT OF A PIECE OF JEWELERY AND SOME CLOTHING TAKEN FROM A LOCKED APARTMENT.  UNIT DISPATCHED.  NO SUSPECTS DEVELOPED, NO SIGNS OF FORCED ENTRY.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-04-26 00:00:00,"RP, A DPS COMMUNICATIONS OFFICER, RECEIVED ACTIVATED FIRE ALARMS FROM MULTIPLE LOCATIONS IN THE BUILDING.  UNITS DISPATCHED.  OFFICERS REPORTED AN AUDIBLE ALARM SOUNDING.  DPS DETERMINED THAT THE CAUSE OF THE ALARM ACTIVATION WAS THAT SOMEONE DISCHARGED A FIRE EXTINGUISHER.  OFFICERS SILENCED THE ALARM PANEL.  ALARM SHOP WAS NOTIFIED AND RESPONDED TO REPLACE SENSORS.  BUILDING SERVICES WAS NOTIFIED AND RESPONDED FOR CLEANUP.  REPORT FILED; CASE REFERRED. "
2007-04-26 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF HER JACKET AND CELL PHONE THAT OCCURRED ON 4/21/07.  UNIT DISPATCHED.  REPORT FILED; CASE REFERRED TO PBPD. "
2007-04-30 00:00:00,"RP, A UNIVERSITY EMPLOYEE, REPORTED THE APPARENT THEFT OF A FOOTPAD FROM A CRANE THAT WAS PARKED ADJACENT TO MUDD LIBRARY.  UNIT DISPATCHED.  INVESTIGATION REVEALED THE THEFT OCCURRED BETWEEN 04/26/07 AND 04/30/07.  NO SUSPECTS OR WITNESSED DEVELOPED AT THIS TIME.  REPORT FILED; INVESTIGATION TO CONTINUE. "
2007-05-01 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED AN INDIVIDUAL YELLING AND TALKING LOUD INSIDE THE LIBRARY.  UNIT DISPATCHED.  INDIVIDUAL WAS IDENTIFIED AND ESCORTED OUT OF THE BUILDING BY DPS. REPORT FILED. "
2007-05-01 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED THE APPARENT THEFT OF SEVERAL ITEMS FROM HIS LOCKED DORM ROOM DURING CHRISTMAS BREAK OF 2006-2007.  NO SUSPECTS OR WITNESSES DEVELOPED AT THIS TIME.  REPORT FILED; CASE REFERRED. "
2007-05-01 00:00:00,"RP, A PRINCETON UNIVERSITY STUDENT, REPORTED HER WALLET BEING TAKEN FROM THE CLUB AT 1300 HRS. DURING HER LUNCH.  PBPD WAS DISPATCHED TO INVESTIGATE.  NO REPORT FILED BY DPS. "
2007-05-01 00:00:00,"RP, A DPS STAFF MEMBER, REPORTED THE EYES OF THE TWO TIGER STATUTES WERE PAINTED RED.  UNIT DISPATCHED.  OFFICER CONFIRMED SAME AND CUSTOMER SERVICE WAS NOTIFIED TO EFFECT REPAIRS.  REPORT FILED; CASE REFERRED. "
2007-05-01 00:00:00,"RP, A FRIST CAMPUS CENTER STAFF MEMBER, REPORTED DAMAGE TO A SIGN HOLDER AND A MISSING FLOOR PLAN FROM ELEVATOR A ON THE NORTH EAST SIDE OF THE BUILDING.  UNIT DISPATCHED.  REPORT FILED; CASE REFERRED. Case No.: Location: Classification: "
2007-05-01 00:00:00,"RP, A PRINCETON UNIVERSITY STAFF MEMBER, REPORTED AN UNKNOWN INDIVIDUAL(S) PAINTED THE TWO TIGERS EYES AND A PLAQUE WITH PAINT ON THE NORTH SIDE OF THE BUILDING.  UNIT DISPATCHED.  NO SUSPECTS OR WITNESSES DEVELOPED.  REPORT FILED; INVESTIGATION TO CONTINUE. "
